"74785367","{""changesets_count"":""261"",""comment"":""added buildings#UGyouthmappers"",""created_by"":""iD 2.15.5"",""hashtags"":""#UGyouthmappers"",""host"":""https://www.openstreetmap.org/edit"",""imagery_used"":""Maxar Premium Imagery (Beta)"",""locale"":""en-US"",""review_requested"":""yes""}","2019-09-23 02:20:05.000","5.9313170","5.9401609","-0.0753475","-0.0692203","49","9489250","Collins Asare-Larbi"
"74790867","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""hashtags"":""#Map4TG"",""source"":""Bing""}","2019-09-23 07:04:50.000","6.3057896","6.3073327","1.0748014","1.0769587","45","4274094","AKOUETE"
"74790883","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:05:24.000","6.3052452","6.3056284","1.0752714","1.0759837","20","4274094","AKOUETE"
"74790947","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:07:08.000","6.3040703","6.3062314","1.0737272","1.0752244","40","4274094","AKOUETE"
"74791354","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:19:57.000","6.3030174","6.3062966","1.0730948","1.0764778","37","4274094","AKOUETE"
"74791499","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:23:56.000","6.3053932","6.3059663","1.0764878","1.0768484","15","4274094","AKOUETE"
"74791524","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:24:45.000","6.3043707","6.3053045","1.0741003","1.0750452","25","4274094","AKOUETE"
"74791557","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:25:54.000","6.3039176","6.3065897","1.0741818","1.0762128","17","4274094","AKOUETE"
"74791839","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:32:07.000","6.3039475","6.3079874","1.0753606","1.0781896","103","4274094","AKOUETE"
"74792206","{""comment"":""#Map4TG, Ajout de bâtiments"",""created_by"":""JOSM/1.5 (15322 fr)"",""source"":""Bing""}","2019-09-23 07:41:34.000","6.2665803","6.4058097","1.0394680","1.1078120","92","4274094","AKOUETE"
"74798885","{""comment"":""Zonno, Zuarungu, Ghana"",""created_by"":""Vespucci 13.1.8.0"",""locale"":""en-GB"",""source"":""local_knowledge""}","2019-09-23 10:19:39.000","10.7321704","10.7878353","-0.7985365","-0.7181244","2","9645335","mfbehrens99"
"74799255","{""comment"":""Zonno, Zuarungu, Ghana"",""created_by"":""Vespucci 13.1.8.0"",""imagery_used"":""OpenStreetMap (Standard)"",""locale"":""en-GB"",""source"":""local_knowledge""}","2019-09-23 10:28:23.000","10.7832438","10.7837776","-0.7845781","-0.7838735","11","9645335","mfbehrens99"
"74800452","{""changesets_count"":""379"",""comment"":""Mapping waterways in Ghana."",""created_by"":""iD 2.15.5"",""host"":""https://www.openstreetmap.org/edit"",""imagery_used"":""Maxar Premium Imagery (Beta)"",""locale"":""el"",""source"":""aerial imagery""}","2019-09-23 10:50:31.000","10.7275333","10.9877309","-0.8369780","-0.7761165","127","6014548","TheoPath"
"74800826","{""changesets_count"":""380"",""comment"":""Mapping waterways in Ghana."",""created_by"":""iD 2.15.5"",""host"":""https://www.openstreetmap.org/edit"",""imagery_used"":""Maxar Premium Imagery (Beta)"",""locale"":""el"",""source"":""aerial imagery""}","2019-09-23 10:57:25.000","10.9298335","10.9862626","-0.8388153","-0.7930758","155","6014548","TheoPath"
"74805618","{""comment"":""#mappingghana #missingmaps #youthmappers add buildings"",""created_by"":""JOSM/1.5 (15322 en_GB)"",""source"":""Bing; Maxar Premium Imagery (Beta)""}","2019-09-23 12:30:23.000","6.7098050","6.7119803","-1.6452965","-1.6423559","179","6406545","Sammyhawkrad"
"74805911","{""comment"":""#mappingghana #missingmaps #youthmappers add buildings"",""created_by"":""JOSM/1.5 (15322 en_GB)"",""source"":""Bing; Maxar Premium Imagery (Beta)""}","2019-09-23 12:35:33.000","6.7108312","6.7122670","-1.6452952","-1.6440477","82","6406545","Sammyhawkrad"
"74806277","{""comment"":""#mappingghana #missingmaps #youthmappers add buildings"",""created_by"":""JOSM/1.5 (15322 en_GB)"",""source"":""Bing; Maxar Premium Imagery (Beta)""}","2019-09-23 12:42:36.000","6.7105875","6.7135923","-1.6476374","-1.6399938","150","6406545","Sammyhawkrad"
"74812781","{""changesets_count"":""10218"",""comment"":""changed river"",""created_by"":""iD 2.15.5"",""host"":""https://www.openstreetmap.org/edit"",""imagery_used"":""Bing aerial imagery"",""locale"":""en-GB"",""review_requested"":""yes"",""warnings:crossing_ways"":""1"",""warnings:disconnected_way"":""1""}","2019-09-23 14:31:44.000","5.5297973","5.5862120","-0.2256102","-0.2167086","12","69853","Central America"
"74814293","{""bundle_id"":""com.mapswithme.full"",""created_by"":""MAPS.ME ios 9.1.10""}","2019-09-23 14:56:31.000","5.6162380","5.6162380","-0.1017033","-0.1017033","1","2198791","mawutor"
"74815013","{""comment"":""Features modified/added"",""created_by"":""Go Map!! 1.6.1"",""imagery_used"":""Bing Aerial""}","2019-09-23 15:09:47.000","5.5405075","5.5406560","-0.4028960","-0.4028032","1","4502856","magma18"
"74815041","{""comment"":""Features modified/added"",""created_by"":""Go Map!! 1.6.1"",""imagery_used"":""Bing Aerial""}","2019-09-23 15:10:23.000","5.5406490","5.5407402","-0.4028269","-0.4026962","1","4502856","magma18"
